gene_id	gene_name	number_of_cells_expressed
ENSG00000168621	GDNF	79632
ENSG00000177791	MYOZ1	79586
ENSG00000183644	HOATZ	79518
ENSG00000273213	H3-7	79516
ENSG00000158477	CD1A	79394
ENSG00000188277	C15orf62	79364
ENSG00000174502	SLC26A9	79363
ENSG00000189120	SP6	79322
ENSG00000179071	CCDC89	79313
ENSG00000179813	FAM216B	79181
ENSG00000160791	CCR5	79127
ENSG00000177275	OR2AJ1	79113
ENSG00000157343	ARMC12	79112
ENSG00000284130	TUBA3FP	78853
ENSG00000168619	ADAM18	78847
ENSG00000124143	ARHGAP40	78826
ENSG00000128617	OPN1SW	78814
ENSG00000197992	CLEC9A	78768
ENSG00000261701	HPR	78711
ENSG00000142623	PADI1	78672
ENSG00000169218	RSPO1	78647
ENSG00000113492	AGXT2	78530
ENSG00000111536	IL26	78519
ENSG00000197472	ZNF695	78469
ENSG00000168875	SOX14	78402
ENSG00000186765	FSCN2	78399
ENSG00000134538	SLCO1B1	78293
ENSG00000048462	TNFRSF17	78252
ENSG00000168671	UGT3A2	78208
ENSG00000167414	GNG8	77916
ENSG00000112742	TTK	77867
ENSG00000275896	PRSS2	77859
ENSG00000130433	CACNG6	77858
ENSG00000204928	GRXCR2	77855
ENSG00000204930	FAM221B	77669
ENSG00000009765	IYD	77585
ENSG00000105131	EPHX3	77523
ENSG00000283297	TEX52	77446
ENSG00000250151	ARPC4-TTLL3	77390
ENSG00000213906	LTB4R2	77354
ENSG00000219073	CELA3B	77287
ENSG00000170426	SDR9C7	77271
ENSG00000145192	AHSG	77153
ENSG00000165556	CDX2	77081
ENSG00000134760	DSG1	77056
ENSG00000182968	SOX1	76974
ENSG00000196917	HCAR1	76872
ENSG00000163499	CRYBA2	76863
ENSG00000206043	C18orf63	76848
ENSG00000164651	SP8	76829
ENSG00000197641	SERPINB13	76820
ENSG00000163581	SLC2A2	76756
ENSG00000169903	TM4SF4	76751
ENSG00000165188	RNF183	76698
ENSG00000261147	ENSG00000261147.1	76572
ENSG00000263429	TMEM238L	76547
ENSG00000132746	ALDH3B2	76522
ENSG00000249967	ENSG00000249967.1	76466
ENSG00000285253	ENSG00000285253.1	76432
ENSG00000114248	LRRC31	76312
ENSG00000188015	S100A3	76238
ENSG00000108700	CCL8	76216
ENSG00000204671	IL31	76200
ENSG00000162761	LMX1A	76186
ENSG00000225528	TMA7B	76166
ENSG00000228672	PROB1	76097
ENSG00000151650	VENTX	75985
ENSG00000015520	NPC1L1	75942
ENSG00000163209	SPRR3	75792
ENSG00000124610	H1-1	75777
ENSG00000156574	NODAL	75754
ENSG00000165805	C12orf50	75740
ENSG00000178752	ERFE	75692
ENSG00000242441	GTF2A1L	75634
ENSG00000276903	H2AC16	75585
ENSG00000139610	CELA1	75560
ENSG00000187808	SOWAHD	75242
ENSG00000105954	NPVF	75220
ENSG00000127074	RGS13	75160
ENSG00000186335	SLC36A2	75128
ENSG00000249481	SPATS1	75060
ENSG00000256188	TAS2R30	74991
ENSG00000185823	NPAP1	74882
ENSG00000159387	IRX6	74867
ENSG00000165606	DRGX	74843
ENSG00000177710	SLC35G5	74777
ENSG00000188305	PEAK3	74740
ENSG00000158055	GRHL3	74694
ENSG00000176029	C11orf16	74644
ENSG00000141161	UNC45B	74543
ENSG00000188558	OR2G6	74527
ENSG00000184908	CLCNKB	74500
ENSG00000160339	FCN2	74457
ENSG00000183607	GKN2	74399
ENSG00000106927	AMBP	74300
ENSG00000184378	ACTRT3	74210
ENSG00000120057	SFRP5	74142
ENSG00000242366	UGT1A8	74119
ENSG00000240403	KIR3DL2	74047
ENSG00000226321	CROCC2	73988
ENSG00000187537	POTEG	73954
ENSG00000257987	TEX49	73830
ENSG00000188334	BSPH1	73800
ENSG00000215817	ZC3H11B	73776
ENSG00000171388	APLN	73707
ENSG00000279301	OR2T11	73691
ENSG00000188282	RUFY4	73675
ENSG00000204086	RPA4	73667
ENSG00000205436	EXOC3L4	73643
ENSG00000197576	HOXA4	73642
ENSG00000183856	IQGAP3	73582
ENSG00000167105	TMEM92	73528
ENSG00000255359	CCDC179	73525
ENSG00000223953	C1QTNF5	73520
ENSG00000206069	LHFPL7	73471
ENSG00000174697	LEP	73447
ENSG00000264230	ANXA8L1	73390
ENSG00000004939	SLC4A1	73384
ENSG00000139914	FITM1	73365
ENSG00000132677	RHBG	73283
ENSG00000205076	LGALS7	73245
ENSG00000100012	SEC14L3	73189
ENSG00000281938	ENSG00000281938.2	73145
ENSG00000258083	OR9A4	73087
ENSG00000136634	IL10	73078
ENSG00000154839	SKA1	73077
ENSG00000213714	FAM209B	73068
ENSG00000187862	TTC24	73034
ENSG00000277893	SRD5A2	73022
ENSG00000181092	ADIPOQ	72967
ENSG00000215187	FAM166B	72898
ENSG00000146013	GFRA3	72862
ENSG00000187242	KRT12	72779
ENSG00000184344	GDF3	72629
ENSG00000254647	INS	72626
ENSG00000171916	LGALS9C	72626
ENSG00000137757	CASP5	72623
ENSG00000159723	AGRP	72613
ENSG00000155918	RAET1L	72365
ENSG00000100122	CRYBB1	72307
ENSG00000091704	CPA1	72269
ENSG00000135220	UGT2A3	72268
ENSG00000126262	FFAR2	72207
ENSG00000198183	BPIFA1	72172
ENSG00000049768	FOXP3	72079
ENSG00000118231	CRYGD	71974
ENSG00000137869	CYP19A1	71873
ENSG00000140067	FAM181A	71852
ENSG00000268041	ERFL	71735
ENSG00000169551	CT55	71712
ENSG00000007216	SLC13A2	71697
ENSG00000147613	PSKH2	71529
ENSG00000188937	NYX	71454
ENSG00000165202	OR1Q1	71431
ENSG00000109424	UCP1	71427
ENSG00000272410	ENSG00000272410.5	71341
ENSG00000143107	FNDC7	71331
ENSG00000283599	ENSG00000283599.3	71108
ENSG00000160233	LRRC3	71013
ENSG00000147697	GSDMC	70944
ENSG00000120160	EQTN	70830
ENSG00000173535	TNFRSF10C	70696
ENSG00000140506	LMAN1L	70615
ENSG00000255524	NPIPB8	70607
ENSG00000016490	CLCA1	70564
ENSG00000267206	LCN6	70536
ENSG00000077800	FKBP6	70509
ENSG00000103023	PRSS54	70450
ENSG00000165066	NKX6-3	70440
ENSG00000136574	GATA4	70372
ENSG00000173610	UGT2A1	70185
ENSG00000171431	KRT20	70173
ENSG00000145321	GC	70162
ENSG00000156466	GDF6	70122
ENSG00000129988	LBP	70097
ENSG00000101276	SLC52A3	70083
ENSG00000152254	G6PC2	70025
ENSG00000166736	HTR3A	69934
ENSG00000172023	REG1B	69816
ENSG00000116032	GRIN3B	69774
ENSG00000188375	H3-5	69765
ENSG00000179826	MRGPRX3	69725
ENSG00000285077	ARHGAP11B	69705
ENSG00000135451	TROAP	69640
ENSG00000274736	CCL23	69591
ENSG00000004809	SLC22A16	69516
ENSG00000170298	LGALS9B	69457
ENSG00000284922	LRTOMT	69445
ENSG00000273520	SPDYE8	69420
ENSG00000163263	CFAP141	69410
ENSG00000122787	AKR1D1	69366
ENSG00000142789	CELA3A	69309
ENSG00000237693	IRGM	69293
ENSG00000213297	ZNF625-ZNF20	69229
ENSG00000187288	CIDEC	69227
ENSG00000137090	DMRT1	69183
ENSG00000186919	ZACN	69166
ENSG00000241489	ENSG00000241489.8	69104
ENSG00000160472	TMEM190	69071
ENSG00000197915	HRNR	68984
ENSG00000164362	TERT	68977
ENSG00000157322	CLEC18A	68951
ENSG00000167346	MMP26	68904
ENSG00000139547	RDH16	68841
ENSG00000231852	CYP21A2	68839
ENSG00000197561	ELANE	68837
ENSG00000198099	ADH4	68830
ENSG00000105261	OVOL3	68826
ENSG00000177414	UBE2U	68804
ENSG00000205863	C1QTNF9B	68798
ENSG00000037965	HOXC8	68671
ENSG00000129910	CDH15	68607
ENSG00000100867	DHRS2	68582
ENSG00000109674	NEIL3	68560
ENSG00000158488	CD1E	68424
ENSG00000185792	NLRP9	68415
ENSG00000148377	IDI2	68367
ENSG00000167633	KIR3DL1	68353
ENSG00000285404	ENSG00000285404.1	68332
ENSG00000174792	ODAPH	68249
ENSG00000188396	DYNLT4	68051
ENSG00000219607	PPP1R3G	68026
ENSG00000161649	CD300LG	67893
ENSG00000176919	C8G	67857
ENSG00000137634	NXPE4	67791
ENSG00000127129	EDN2	67704
ENSG00000259332	ST20-MTHFS	67561
ENSG00000260342	ENSG00000260342.2	67516
ENSG00000127530	OR7C1	67459
ENSG00000160838	LRRC71	67394
ENSG00000139151	PLCZ1	67379
ENSG00000170935	NCBP2L	67359
ENSG00000129170	CSRP3	67315
ENSG00000198829	SUCNR1	67283
ENSG00000173585	CCR9	67254
ENSG00000130957	FBP2	67248
ENSG00000204952	FBXO47	67185
ENSG00000111087	GLI1	67116
ENSG00000186838	SELENOV	67065
ENSG00000113430	IRX4	66945
ENSG00000086288	NME8	66928
ENSG00000243480	AMY2A	66907
ENSG00000155428	TRIM74	66850
ENSG00000169347	GP2	66836
ENSG00000184571	PIWIL3	66807
ENSG00000169876	MUC17	66779
ENSG00000217442	SYCE3	66747
ENSG00000084674	APOB	66736
ENSG00000268870	ENSG00000268870.1	66733
ENSG00000105609	LILRB5	66613
ENSG00000161911	TREML1	66503
ENSG00000276547	PCDHGB5	66483
ENSG00000170790	OR10A2	66473
ENSG00000197238	H4C11	66379
ENSG00000105668	UPK1A	66248
ENSG00000134817	APLNR	66217
ENSG00000107831	FGF8	66161
ENSG00000148602	LRIT1	66131
ENSG00000164283	ESM1	66131
ENSG00000248405	PRR5-ARHGAP8	66110
ENSG00000206072	SERPINB11	65940
ENSG00000166143	PPP1R14D	65901
ENSG00000204983	PRSS1	65826
ENSG00000214978	GSG1L2	65654
ENSG00000138308	PLA2G12B	65617
ENSG00000179750	APOBEC3B	65609
ENSG00000276368	H2AC14	65579
ENSG00000167914	GSDMA	65532
ENSG00000204347	BTBD17	65449
ENSG00000120075	HOXB5	65391
ENSG00000105467	SYNGR4	65382
ENSG00000250803	ENSG00000250803.7	65303
ENSG00000142484	TM4SF5	65189
ENSG00000182645	CCDC172	65177
ENSG00000168078	PBK	65133
ENSG00000168582	CRYGA	65090
ENSG00000268107	ENSG00000268107.6	65068
ENSG00000243772	KIR2DL3	65028
ENSG00000159650	UROC1	64998
ENSG00000267281	ATF7-NPFF	64976
ENSG00000167791	CABP2	64946
ENSG00000198178	CLEC4C	64929
ENSG00000128310	GALR3	64920
ENSG00000218823	PAPOLB	64850
ENSG00000214872	SMTNL1	64835
ENSG00000177462	OR2T8	64778
ENSG00000130675	MNX1	64700
ENSG00000127743	IL17B	64698
ENSG00000026036	RTEL1-TNFRSF6B	64691
ENSG00000165621	OXGR1	64583
ENSG00000132855	ANGPTL3	64504
ENSG00000036473	OTC	64503
ENSG00000150750	POU2AF2	64497
ENSG00000168970	JMJD7-PLA2G4B	64461
ENSG00000204290	BTNL2	64460
ENSG00000162747	FCGR3B	64426
ENSG00000129195	PIMREG	64341
ENSG00000124019	FAM124B	64318
ENSG00000125872	LRRN4	64214
ENSG00000174992	ZG16	64191
ENSG00000213648	SULT1A4	64106
ENSG00000120054	CPN1	64022
ENSG00000186198	SLC51B	63965
ENSG00000156886	ITGAD	63936
ENSG00000272104	ENSG00000272104.1	63792
ENSG00000228144	ENSG00000228144.2	63780
ENSG00000259529	ENSG00000259529.2	63763
ENSG00000164532	TBX20	63720
ENSG00000204033	LRIT2	63652
ENSG00000204420	MPIG6B	63651
ENSG00000205835	GMNC	63625
ENSG00000260272	ENSG00000260272.1	63562
ENSG00000005981	ASB4	63542
ENSG00000121351	IAPP	63540
ENSG00000187048	CYP4A11	63517
ENSG00000286264	ENSG00000286264.2	63472
ENSG00000184022	OR2T10	63424
ENSG00000160161	CILP2	63395
ENSG00000188393	CLEC2A	63390
ENSG00000197253	TPSB2	63346
ENSG00000064218	DMRT3	63332
ENSG00000253873	PCDHGA11	63270
ENSG00000075073	TACR2	63144
ENSG00000187492	CDHR4	63043
ENSG00000111432	FZD10	62987
ENSG00000139445	FOXN4	62951
ENSG00000006606	CCL26	62948
ENSG00000160973	FOXH1	62862
ENSG00000270316	BORCS7-ASMT	62762
ENSG00000198225	FKBP1C	62729
ENSG00000145642	SHISAL2B	62675
ENSG00000171195	MUC7	62612
ENSG00000172179	PRL	62600
ENSG00000284292	ENSG00000284292.1	62583
ENSG00000090402	SI	62566
ENSG00000143520	FLG2	62459
ENSG00000081800	SLC13A1	62370
ENSG00000172955	ADH6	62303
ENSG00000077274	CAPN6	62230
ENSG00000184361	SPATA32	62220
ENSG00000107018	RLN1	62194
ENSG00000135312	HTR1B	62122
ENSG00000114786	ABHD14A-ACY1	62054
ENSG00000159337	PLA2G4D	62044
ENSG00000174225	ARL13A	61923
ENSG00000206034	DEFB109B	61921
ENSG00000154415	PPP1R3A	61908
ENSG00000278637	H4C1	61768
ENSG00000236980	C3orf84	61737
ENSG00000204279	PAGE3	61706
ENSG00000188037	CLCN1	61699
ENSG00000170807	LMOD2	61681
ENSG00000204644	ZFP57	61631
ENSG00000187942	LDLRAD2	61600
ENSG00000188152	NUTM2G	61582
ENSG00000232237	ASCL5	61535
ENSG00000173714	WFIKKN2	61501
ENSG00000169469	SPRR1B	61464
ENSG00000260371	ENSG00000260371.1	61462
ENSG00000196565	HBG2	61418
ENSG00000160471	COX6B2	61351
ENSG00000172969	FRG2C	61350
ENSG00000142224	IL19	61349
ENSG00000113722	CDX1	61324
ENSG00000088320	REM1	61317
ENSG00000187642	PERM1	61287
ENSG00000172478	MAB21L4	61216
ENSG00000185038	MROH2A	61191
ENSG00000172752	COL6A5	61143
ENSG00000170577	SIX2	61090
ENSG00000274618	H4C6	61042
ENSG00000267221	C17orf113	61020
ENSG00000227471	AKR1B15	60931
ENSG00000189325	BNIP5	60816
ENSG00000164778	EN2	60812
ENSG00000272297	ENSG00000272297.2	60811
ENSG00000162040	HS3ST6	60792
ENSG00000147256	ARHGAP36	60778
ENSG00000196188	CTSE	60720
ENSG00000204366	ZBTB12	60615
ENSG00000179873	NLRP11	60615
ENSG00000187980	PLA2G2C	60611
ENSG00000167768	KRT1	60610
ENSG00000226792	C13orf42	60567
ENSG00000188162	OTOG	60517
ENSG00000213901	SLC23A3	60510
ENSG00000117601	SERPINC1	60458
ENSG00000126545	CSN1S1	60340
ENSG00000101292	PROKR2	60290
ENSG00000285880	ENSG00000285880.1	60207
ENSG00000163395	IGFN1	60126
ENSG00000171102	OBP2B	60093
ENSG00000156885	COX6A2	60025
ENSG00000186603	HPDL	59995
ENSG00000161640	SIGLEC11	59995
ENSG00000204970	PCDHA1	59985
ENSG00000255408	PCDHA3	59873
ENSG00000198842	STYXL2	59772
ENSG00000127366	TAS2R5	59367
ENSG00000181781	ODF3L2	59309
ENSG00000184811	TRARG1	59304
ENSG00000277157	H4C4	59290
ENSG00000182759	MAFA	59263
ENSG00000203985	LDLRAD1	59196
ENSG00000142698	C1orf94	59193
ENSG00000178093	TSSK6	59180
ENSG00000112818	MEP1A	59173
ENSG00000106128	GHRHR	59098
ENSG00000094796	KRT31	59067
ENSG00000169245	CXCL10	59065
ENSG00000241794	SPRR2A	58893
ENSG00000155269	GPR78	58893
ENSG00000175535	PNLIP	58870
ENSG00000281406	BLACAT1	58853
ENSG00000196711	ALKAL1	58804
ENSG00000242120	MDFIC2	58773
ENSG00000111704	NANOG	58752
ENSG00000258052	ENSG00000258052.1	58739
ENSG00000173626	TRAPPC3L	58698
ENSG00000264006	AKR1C8	58623
ENSG00000258790	ENSG00000258790.1	58588
ENSG00000115263	GCG	58561
ENSG00000167531	LALBA	58503
ENSG00000198758	EPS8L3	58488
ENSG00000142677	IL22RA1	58451
ENSG00000133317	LGALS12	58415
ENSG00000226690	ENSG00000226690.9	58339
ENSG00000128710	HOXD10	58329
ENSG00000168925	CTRB1	58214
ENSG00000167749	KLK4	58174
ENSG00000128709	HOXD9	58144
ENSG00000286920	SMIM40	58090
ENSG00000221874	ZNF816-ZNF321P	58071
ENSG00000102145	GATA1	58050
ENSG00000074771	NOX3	58007
ENSG00000275718	CCL15	57958
ENSG00000183888	SRARP	57714
ENSG00000180210	F2_ENSG00000180210	57704
ENSG00000182585	EPGN	57659
ENSG00000111780	ENSG00000111780.8	57643
ENSG00000159961	OR3A3	57624
ENSG00000111245	MYL2	57601
ENSG00000137225	CAPN11	57522
ENSG00000124678	TCP11	57483
ENSG00000166930	MS4A5	57477
ENSG00000136327	NKX2-8	57447
ENSG00000256500	ENSG00000256500.6	57426
ENSG00000065371	ROPN1	57362
ENSG00000158901	WFDC8	57349
ENSG00000181856	SLC2A4	57348
ENSG00000172742	OR4D9	57326
ENSG00000180264	ADGRD2	57302
ENSG00000168509	HJV	57298
ENSG00000205755	CRLF2_ENSG00000205755	57187
ENSG00000255819	KLRC4-KLRK1	57100
ENSG00000244411	KRTAP5-7	57090
ENSG00000255835	ENSG00000255835.1	57069
ENSG00000205899	BHLHA9	56929
ENSG00000159556	ISL2	56909
ENSG00000169885	CALML6	56878
ENSG00000153294	ADGRF4	56878
ENSG00000157330	CFAP107	56855
ENSG00000183134	PTGDR2	56700
ENSG00000182327	GLTPD2	56616
ENSG00000283703	VSIG10L2	56484
ENSG00000277150	F8A3	56431
ENSG00000275385	CCL18	56406
ENSG00000267059	ENSG00000267059.2	56386
ENSG00000115592	PRKAG3	56340
ENSG00000184954	OR6C70	56324
ENSG00000196805	SPRR2B	56307
ENSG00000215186	GOLGA6B	56225
ENSG00000154342	WNT3A	56135
ENSG00000169248	CXCL11	56106
ENSG00000163751	CPA3	56038
ENSG00000154165	GPR15	55989
ENSG00000139780	METTL21C	55572
ENSG00000255974	CYP2A6	55562
ENSG00000188167	TMPPE	55491
ENSG00000165192	ASB11	55384
ENSG00000057593	F7_ENSG00000057593	55309
ENSG00000126856	PRDM7	55298
ENSG00000232258	TMEM114	55288
ENSG00000131050	BPIFA2	55235
ENSG00000279486	OR2AG1	55228
ENSG00000179468	OR9A2	55152
ENSG00000125492	BARHL1	55151
ENSG00000173699	SPATA3	55123
ENSG00000130528	HRC	55099
ENSG00000187997	C17orf99	55085
ENSG00000286905	ENSG00000286905.1	55045
ENSG00000198788	MUC2	55045
ENSG00000124557	BTN1A1	55026
ENSG00000214415	GNAT3	54934
ENSG00000127377	CRYGN	54912
ENSG00000077009	NMRK2	54758
ENSG00000163982	OTOP1	54652
ENSG00000255073	ZFP91-CNTF	54599
ENSG00000232268	OR52I1	54502
ENSG00000214097	SMCO1	54456
ENSG00000278705	H4C2	54426
ENSG00000102313	ITIH6	54381
ENSG00000273111	LYPD4	54256
ENSG00000131183	SLC34A1	54172
ENSG00000269547	ENSG00000269547.1	54168
ENSG00000261732	ENSG00000261732.1	54143
ENSG00000171956	FOXB1	54093
ENSG00000168928	CTRB2	54090
ENSG00000260220	CCDC187	54084
ENSG00000234511	C5orf58	54022
ENSG00000131142	CCL25	53924
ENSG00000176979	TRIM60	53896
ENSG00000160951	PTGER1	53892
ENSG00000144035	NAT8	53678
ENSG00000087128	TMPRSS11E	53667
ENSG00000133115	STOML3	53662
ENSG00000250423	KIAA1210	53645
ENSG00000226650	KIF4B	53570
ENSG00000158525	CPA5	53554
ENSG00000187922	LCN10	53498
ENSG00000204616	TRIM31	53472
ENSG00000235118	FAM237A	53417
ENSG00000005073	HOXA11	53367
ENSG00000254959	INMT-MINDY4	53366
ENSG00000158022	TRIM63	53311
ENSG00000162006	MSLNL	53294
ENSG00000172236	TPSAB1	53290
ENSG00000157999	ANKRD61	53225
ENSG00000213204	ENSG00000213204.8	53150
ENSG00000111405	ENDOU	53115
ENSG00000256029	ENSG00000256029.6	53097
ENSG00000284188	ENSG00000284188.3	53085
ENSG00000224712	NPIPA3	53085
ENSG00000262209	PCDHGB3	53084
ENSG00000137392	CLPS	53030
ENSG00000168903	BTNL3	53001
ENSG00000288684	ENSG00000288684.1	52973
ENSG00000203837	PNLIPRP3	52938
ENSG00000215183	MSMP	52826
ENSG00000187080	OR2AK2	52818
ENSG00000180697	C3orf22	52793
ENSG00000236334	PPIAL4G	52698
ENSG00000119915	ELOVL3	52619
ENSG00000148677	ANKRD1	52609
ENSG00000162456	KNCN	52516
ENSG00000270617	URGCP-MRPS24	52508
ENSG00000204936	CD177	52433
ENSG00000212710	CTAGE1	52420
ENSG00000148795	CYP17A1	52357
ENSG00000180818	HOXC10	52338
ENSG00000129173	E2F8	52338
ENSG00000205359	SLCO6A1	52279
ENSG00000258311	ENSG00000258311.5	52215
ENSG00000086159	AQP6	52215
ENSG00000159217	IGF2BP1	52149
ENSG00000254598	CSNK2A3	52148
ENSG00000267314	ENSG00000267314.1	52143
ENSG00000087237	CETP	52127
ENSG00000271793	ENSG00000271793.2	52096
ENSG00000179284	DAND5	52049
ENSG00000276490	ENSG00000276490.1	52001
ENSG00000162891	IL20	51899
ENSG00000177324	BEND2	51869
ENSG00000172724	CCL19	51835
ENSG00000256980	KHDC1L	51828
ENSG00000253148	RGS21	51828
ENSG00000257065	ENSG00000257065.1	51803
ENSG00000120440	TTLL2	51788
ENSG00000158164	TMSB15A	51752
ENSG00000178828	RNF186	51738
ENSG00000239732	TLR9	51682
ENSG00000189431	RASSF10	51661
ENSG00000171872	KLF17	51595
ENSG00000204020	LIPN	51582
ENSG00000102891	MT4	51556
ENSG00000262304	ENSG00000262304.2	51521
ENSG00000184697	CLDN6	51466
ENSG00000185960	SHOX_ENSG00000185960	51427
ENSG00000243729	OR5V1	51413
ENSG00000096006	CRISP3	51398
ENSG00000204544	MUC21	51326
ENSG00000275489	C17orf98	51172
ENSG00000163810	TGM4	51102
ENSG00000123485	HJURP	51080
ENSG00000156096	UGT2B4	51072
ENSG00000288611	NPBWR1	51008
ENSG00000147166	ITGB1BP2	51007
ENSG00000265107	GJA5	50988
ENSG00000196119	OR8A1	50788
ENSG00000162892	IL24	50686
ENSG00000185888	PRSS38	50598
ENSG00000134551	PRH2	50519
ENSG00000159239	ENSG00000159239.13	50479
ENSG00000204006	C1orf185	50463
ENSG00000183463	URAD	50430
ENSG00000176988	FMR1NB	50407
ENSG00000284981	UPK3BL2	50155
ENSG00000253910	PCDHGB2	50139
ENSG00000213927	CCL27	50122
ENSG00000140986	RPL3L	50089
ENSG00000109193	SULT1E1	49971
ENSG00000204583	LRCOL1	49969
ENSG00000147127	RAB41	49885
ENSG00000171209	CSN3	49871
ENSG00000145107	TM4SF19	49855
ENSG00000156150	ALX3	49846
ENSG00000105492	SIGLEC6	49681
ENSG00000101197	BIRC7	49671
ENSG00000124232	RBPJL	49588
ENSG00000197870	PRB3	49491
ENSG00000257446	ZNF878	49311
ENSG00000135222	CSN2	49300
ENSG00000250673	REELD1	49295
ENSG00000153303	FRMD1	49118
ENSG00000205858	LRRC72	49112
ENSG00000173557	FAM166C	49082
ENSG00000112164	GLP1R	48987
ENSG00000151224	MAT1A	48956
ENSG00000198650	TAT	48924
ENSG00000225950	NTF4	48922
ENSG00000179363	TMEM31	48915
ENSG00000196900	TEX43	48899
ENSG00000171794	UTF1	48823
ENSG00000102970	CCL17	48760
ENSG00000150201	FXYD4	48737
ENSG00000215203	GRXCR1	48731
ENSG00000187045	TMPRSS6	48655
ENSG00000163157	TMOD4	48648
ENSG00000173093	CCDC63	48608
ENSG00000223658	C1GALT1C1L	48580
ENSG00000174429	ABRA	48575
ENSG00000205456	TP53TG3D	48557
ENSG00000102962	CCL22	48502
ENSG00000152192	POU4F1	48482
ENSG00000163792	TCF23	48441
ENSG00000205922	ONECUT3	48392
ENSG00000110245	APOC3	48379
ENSG00000240045	STRIT1	48284
ENSG00000184601	C14orf180	48267
ENSG00000184617	ZNF840P	48256
ENSG00000166961	MS4A15	48223
ENSG00000183145	RIPPLY3	48136
ENSG00000270806	C17orf50	48092
ENSG00000267261	ENSG00000267261.5	48081
ENSG00000182747	SLC35D3	47983
ENSG00000184507	NUTM1	47973
ENSG00000138109	CYP2C9	47920
ENSG00000179600	GPHB5	47868
ENSG00000268279	ENSG00000268279.4	47855
ENSG00000108255	CRYBA1	47789
ENSG00000167780	SOAT2	47779
ENSG00000179304	FAM156B	47710
ENSG00000172156	CCL11	47708
ENSG00000109205	ODAM	47680
ENSG00000187959	CPSF4L	47668
ENSG00000287363	GUCA1ANB	47639
ENSG00000186086	NBPF6	47600
ENSG00000166391	MOGAT2	47595
ENSG00000105664	COMP	47522
ENSG00000142319	SLC6A3	47521
ENSG00000205301	MGAT4D	47468
ENSG00000269711	ENSG00000269711.1	47427
ENSG00000167117	ANKRD40CL	47362
ENSG00000204882	GPR20	47317
ENSG00000198488	B3GNT6	47283
ENSG00000124469	CEACAM8	47178
ENSG00000170279	C7orf33	47176
ENSG00000120659	TNFSF11	47156
ENSG00000158485	CD1B	47123
ENSG00000106006	HOXA6	47064
ENSG00000151962	RBM46	47052
ENSG00000131910	NR0B2	47027
ENSG00000165917	RAPSN	47001
ENSG00000235272	RAMACL	46951
ENSG00000178403	NEUROG2	46753
ENSG00000111981	ULBP1	46669
ENSG00000203857	HSD3B1	46660
ENSG00000279956	ENSG00000279956.1	46658
ENSG00000169704	GP9	46604
ENSG00000197241	SLC2A7	46565
ENSG00000248109	MARCOL	46530
ENSG00000178343	SHISA3	46519
ENSG00000116748	AMPD1	46485
ENSG00000115297	TLX2	46479
ENSG00000256660	CLEC12B	46438
ENSG00000204595	DPRX	46351
ENSG00000169297	NR0B1	46323
ENSG00000162881	OXER1	46196
ENSG00000154545	MAGED4	46149
ENSG00000138068	SULT6B1	46022
ENSG00000064489	BORCS8-MEF2B	46016
ENSG00000197616	MYH6	46012
ENSG00000283515	ENSG00000283515.1	45965
ENSG00000163064	EN1	45902
ENSG00000251503	CENPS-CORT	45840
ENSG00000036565	SLC18A1	45752
ENSG00000161939	RNASEK-C17orf49	45704
ENSG00000257529	RPL36A-HNRNPH2	45651
ENSG00000124568	SLC17A1	45639
ENSG00000102243	VGLL1	45571
ENSG00000121570	DPPA4	45566
ENSG00000256762	STH	45492
ENSG00000267881	ENSG00000267881.2	45383
ENSG00000106384	MOGAT3	45349
ENSG00000203722	RAET1G	45326
ENSG00000145626	UGT3A1	45302
ENSG00000119737	GPR75	45265
ENSG00000215262	KCNU1	45231
ENSG00000186451	SPATA12	45200
ENSG00000133124	IRS4	45148
ENSG00000258989	ENSG00000258989.1	45126
ENSG00000163623	NKX6-1	45096
ENSG00000177201	OR2T12	45060
ENSG00000183625	CCR3	44982
ENSG00000242950	ERVW-1	44958
ENSG00000213265	TSGA13	44887
ENSG00000073754	CD5L	44866
ENSG00000248383	PCDHAC1	44828
ENSG00000136918	WDR38	44814
ENSG00000274750	H3C6	44777
ENSG00000234857	HNRNPUL2-BSCL2	44746
ENSG00000278463	H2AC4	44722
ENSG00000112195	TREML2	44668
ENSG00000267740	ENSG00000267740.5	44650
ENSG00000185002	RFX6	44640
ENSG00000181374	CCL13	44599
ENSG00000124564	SLC17A3	44574
ENSG00000262576	PCDHGA4	44565
ENSG00000258677	ENSG00000258677.2	44543
ENSG00000184350	MRGPRE	44519
ENSG00000268193	ENSG00000268193.5	44371
ENSG00000137707	BTG4	44247
ENSG00000172367	NHERF4	44208
ENSG00000196407	THEM5	44100
ENSG00000100565	LRRC74A	44081
ENSG00000259399	TGIF2-RAB5IF	43985
ENSG00000279263	OR2L8	43980
ENSG00000285868	ENSG00000285868.1	43800
ENSG00000178928	TPRX1	43775
ENSG00000216921	FAM240C	43515
ENSG00000164287	CDC20B	43500
ENSG00000253117	OC90	43492
ENSG00000283071	LBHD2	43421
ENSG00000159173	TNNI1	43341
ENSG00000215695	RSC1A1	43324
ENSG00000250644	ENSG00000250644.3	43313
ENSG00000239961	LILRA4	43296
ENSG00000276418	ENSG00000276418.5	43281
ENSG00000275976	SPDYE11	43192
ENSG00000154920	EME1	43172
ENSG00000105366	SIGLEC8	43169
ENSG00000181518	OR8D4	43129
